CUBA & ARUBA,Rhyme Time,1/26/17,#6534,T1
SUGAR BOWL,In the Kitchen,1/26/17,#6534,T2
BRIGHTENING UP THE ROOM,What Are You Doing?,1/26/17,#6534,R1
MEDITERRANEAN OLIVES BETA ZEUS,It's All Greek to Me,1/26/17,#6534,R2^
THE WILDERNESS OF SCANDINAVIA,Place,1/26/17,#6534,R3*
AUTHORS & POETS,People,1/26/17,#6534,T3
ADRENALINE RUSH,Thing,1/26/17,#6534,R4
I BOUGHT A FEW GIFTS,Phrase,1/26/17,#6534,BR
TOKYO & KYOTO JAPAN,On the Map,1/27/17,#6535,T1
SCENE-STEALERS,Show Biz,1/27/17,#6535,T2
LAUNDRY GROCERY WINE PLAY,_____ List,1/27/17,#6535,R1^
SARDINES & TANGERINES,Rhyme Time,1/27/17,#6535,R2
ICE FIELDS WATERFALLS GLACIERS,Things,1/27/17,#6535,R3*
GRAVY BOAT AND LADLE,Around the House,1/27/17,#6535,T3
ROLL WITH THE TIDE,Phrase,1/27/17,#6535,R4
OUR FIRST VOYAGE,Phrase,1/27/17,#6535,BR
HELLO SUNSHINE!,Phrase,1/30/17,#6536,T1
DISCO DANCING,Fun & Games,1/30/17,#6536,T2
DANDELIONS & TIGER LILIES,Living Things,1/30/17,#6536,R1
SEATTLE AND KERRY WASHINGTON,Same Name,1/30/17,#6536,R2
ROMANTIC SIDEWALK CAFE,Place,1/30/17,#6536,R3*
HANSEL AND GRETEL,Characters,1/30/17,#6536,T3
I WILL ALWAYS LOVE YOU,Song Lyrics,1/30/17,#6536,R4
AMATEUR SLEUTH,Person,1/30/17,#6536,R5
SILENT AUCTION,Event,1/30/17,#6536,R6
PAYING A VISIT,What Are You Doing?,1/30/17,#6536,BR
TURN UP THE TEMPERATURE,Phrase,1/31/17,#6537,T1
COMPANY LETTERHEAD,Thing,1/31/17,#6537,T2
RENEWING MY SUBSCRIPTION,What Are You Doing?,1/31/17,#6537,R1
ENGAGEMENT ONION EMERALD MOOD,_____ Ring,1/31/17,#6537,R2^
A GREAT SPOT FOR A PICNIC,Place,1/31/17,#6537,R3*
FAMOUS COUPLES,People,1/31/17,#6537,T3
RIDING A MERRY-GO-ROUND,Fun & Games,1/31/17,#6537,R4
EMBROIDERED TOWELS,Around the House,1/31/17,#6537,R5
IN ABOUT AN HOUR,Phrase,1/31/17,#6537,BR
SPRING HAS SPRUNG,Phrase,2/1/17,#6538,T1
OFFICIAL FAN CLUB,Thing,2/1/17,#6538,T2
GATSBY ALEXANDER WALL DANE,That's Great,2/1/17,#6538,R1^
ROLLING ON THE FLOOR LAUGHING,What Are You Doing?,2/1/17,#6538,R2
BUILDING A SAND SCULPTURE,Fun & Games,2/1/17,#6538,R3*
TUTTI-FRUTTI,Rhyme Time,2/1/17,#6538,T3
BREAKING A RECORD,Event,2/1/17,#6538,R4
GLOB OF PAINT,Thing,2/1/17,#6538,BR
SUM SUM SUMMERTIME,Song Lyrics,2/2/17,#6539,T1
ENGRAVED INVITATION,Thing,2/2/17,#6539,T2
OPPORTUNITY IS KNOCKING,Phrase,2/2/17,#6539,R1
COVERED BRIDGE TOURNAMENT,Before & After,2/2/17,#6539,R2
HEADING TO THE BEACH,What Are You Doing?,2/2/17,#6539,R3*
REGULAR CUSTOMER,Person,2/2/17,#6539,T3
SARASOTA & MINNESOTA,Rhyme Time,2/2/17,#6539,R4
WITHOUT A WORD,Phrase,2/2/17,#6539,BR
BRING THE HEAT,Phrase,2/3/17,#6540,T1
HAPPY FAMILY,People,2/3/17,#6540,T2
CONTEMPORARY ART COLLECTION,Thing,2/3/17,#6540,R1
BARN SCOTLAND BACK JUNK,_____ Yard,2/3/17,#6540,R2^
ALL SORTS OF WATERSPORTS,Fun & Games,2/3/17,#6540,R3*
GRASSHOPPERS,Living Things,2/3/17,#6540,T3
CHESAPEAKE BAY,On the Map,2/3/17,#6540,R4
PREVIOUS JOB,Thing,2/3/17,#6540,BR
LUXURY SEATS,Things,2/6/17,#6541,T1
EXPERT IN THE FIELD,Person,2/6/17,#6541,T2
LIVING A LAVISH LIFESTYLE,What Are You Doing?,2/6/17,#6541,R1
FRITTER TURNOVER CART TREE,Apple _____,2/6/17,#6541,R2^
I FEEL TRANSPORTED,Phrase,2/6/17,#6541,R3*
BACKUP DANCERS,Show Biz,2/6/17,#6541,T3
A LOCKET IN YOUR POCKET,Rhyme Time,2/6/17,#6541,R4
AUDITIONING,Show Biz,2/6/17,#6541,BR
FLYING ON A PRIVATE JET,What Are You Doing?,2/7/17,#6542,T1
THE HOPE DIAMOND,Thing,2/7/17,#6542,T2
SLOW-ROASTED PRIME RIB,Food & Drink,2/7/17,#6542,R1
FUR COAT OF PAINT,Before & After,2/7/17,#6542,R2
PAILS SHOVELS & POOL TOYS,Things,2/7/17,#6542,R3*
BIRDS OF PARADISE,Living Things,2/7/17,#6542,T3
TAKING CENTER STAGE,Show Biz,2/7/17,#6542,R4
AMAZING TRANSFORMATION,Event,2/7/17,#6542,R5
AERIAL PHOTO,Thing,2/7/17,#6542,BR
EXCLUSIVE MEMBERSHIP,Thing,2/8/17,#6543,T1
PARIS FRANCE,On the Map,2/8/17,#6543,T2
BOB DYLAN WINS THE NOBEL PRIZE,Headline,2/8/17,#6543,R1
COURSE EQUIPMENT TEE CLUB,Golf _____,2/8/17,#6543,R2^
GETTING THERE IS HALF THE FUN,Phrase,2/8/17,#6543,R3*
FINANCIAL ADVISOR,Occupation,2/8/17,#6543,T3
KEEPING THE BALL ROLLING,What Are You Doing?,2/8/17,#6543,R4
CAUGHT A GLIMPSE,Phrase,2/8/17,#6543,BR
FIRST-CLASS TICKETS,Things,2/9/17,#6544,T1
PLAYING POLO,Fun & Games,2/9/17,#6544,T2
STRANGER THINGS HAVE HAPPENED,Phrase,2/9/17,#6544,R1
DAIRY GLUTEN TOLL DUTY,_____ Free,2/9/17,#6544,R2^
FLAVORFUL COSTA RICAN DISHES,Food & Drink,2/9/17,#6544,R3*
SNAPPING MY FINGERS,What Are You Doing?,2/9/17,#6544,T3
INVESTMENT BANKER,Occupation,2/9/17,#6544,R4
MOVE ALONG,Phrase,2/9/17,#6544,BR
LOBSTER TAILS,Food & Drink,2/10/17,#6545,T1
WINDOW-SHOPPING,What Are You Doing?,2/10/17,#6545,T2
I'VE GOT THE BRAINS YOU'VE GOT THE LOOKS,Song Lyrics,2/10/17,#6545,R1
MAGNIFICENT MALIBU MANSION,Same Letter,2/10/17,#6545,R2
IT'S AT THE TOP OF MY LIST,Phrase,2/10/17,#6545,R3*
CROWN JEWELS,Things,2/10/17,#6545,T3
EXTRAVAGANT PARTIES,Events,2/10/17,#6545,R4
HIGHEST QUALITY,Phrase,2/10/17,#6545,BR
DANCING ON THE DECK,Fun & Games,2/13/17,#6546,T1
ASPIRING ARTIST,Person,2/13/17,#6546,T2
FLUFFY VANILLA CAKE,Food & Drink,2/13/17,#6546,R1
BROADWAY AUTO GAME BOAT,_____ Show,2/13/17,#6546,R2^
THE LUCK OF THE IRISH,Phrase,2/13/17,#6546,R3*
BRAVO! BRAVO!,Show Biz,2/13/17,#6546,T3
SOLVING THIS PUZZLE,What Are You Doing?,2/13/17,#6546,R4
YOU DO THE MATH,Phrase,2/13/17,#6546,BR
PULLING INTO PORT,What Are You Doing?,2/14/17,#6547,T1
HUGS AND KISSES,Things,2/14/17,#6547,T2
FIRING A CONFETTI CANNON,Fun & Games,2/14/17,#6547,R1
SHORTS SANDALS & SWIMSUITS,Same Letter,2/14/17,#6547,R2
IT'S PINEAPPLE SEASON!,Phrase,2/14/17,#6547,R3*
SWEET TREAT,Rhyme Time,2/14/17,#6547,T3
THE NEW CHAMPION,Person,2/14/17,#6547,R4
ADVISORY GROUP,People,2/14/17,#6547,BR
GUESTS OF ALL AGES,People,2/15/17,#6548,T1
CAPTIVATING STORY,Thing,2/15/17,#6548,T2
MAKING BALLOON ANIMALS,Fun & Games,2/15/17,#6548,R1
DIPPING DECKER BED CHIN,Double _____,2/15/17,#6548,R2^
THIS IS GOING TO BE EXCITING,Phrase,2/15/17,#6548,R3*
MOVIE STUDIO,Show Biz,2/15/17,#6548,T3
FRESHWATER FISH,Living Things,2/15/17,#6548,R4
AMPLIFIED MUSIC,Thing,2/15/17,#6548,BR
LET'S HAVE SOME FUN,Phrase,2/16/17,#6549,T1
DELIGHTFUL CHILDREN,People,2/16/17,#6549,T2
SHARING OUR PHOTOS ONLINE,What Are You Doing?,2/16/17,#6549,R1
LOVE ARABIA PRINCESS LAMP,A Whole New World,2/16/17,#6549,R2^
A SURFING PARADISE,Place,2/16/17,#6549,R3*
MONOGRAMMED MUG,In the Kitchen,2/16/17,#6549,T3
FERRETS AND PARROTS,Rhyme Time,2/16/17,#6549,R4
WAY OUT OF BOUNDS,Phrase,2/16/17,#6549,BR
ON THE HIGH SEAS,Phrase,2/17/17,#6550,T1
LUKE SKYWALKER,Character,2/17/17,#6550,T2
HAPPY AS A CLAM CHOWDER,Before & After,2/17/17,#6550,R1
CRITICALLY ACCLAIMED FILM,Show Biz,2/17/17,#6550,R2
ENCHANTING HARBORS,Places,2/17/17,#6550,R3*
LAUGHING HYENA,Living Thing,2/17/17,#6550,T3
MAKING MEMORIES,What Are You Doing?,2/17/17,#6550,R4
FAR FROM OVER,Phrase,2/17/17,#6550,BR
LOTS OF SUN LOTS OF FUN,Rhyme Time,2/20/17,#6551,T1
GRILLED FISH TACOS,Food & Drink,2/20/17,#6551,T2
SALAD PROTEIN GOLD TIKI,____ Bar,2/20/17,#6551,R1^
IT NEVER RAINS IN SOUTHERN CALIFORNIA,Song Lyrics,2/20/17,#6551,R2
YOU WON'T WANT TO COME HOME,Phrase,2/20/17,#6551,R3*
TED DANSON,Proper Name,2/20/17,#6551,T3
PRESIDENTIAL LIBRARY,Place,2/20/17,#6551,R4
CHARTS & GRAPHS,Things,2/20/17,#6551,R5
OUR HANGOUT,Place,2/20/17,#6551,BR
GRAY WHALES,Living Things,2/21/17,#6552,T1
A CUP OF GREEN TEA,Food & Drink,2/21/17,#6552,T2
OLYMPIC GOLD MEDALIST SHAUN WHITE,Proper Name,2/21/17,#6552,R1
CHOWDER SYRUP COBS DOGS,Corn _____,2/21/17,#6552,R2^
THE CHANCE OF A LIFETIME,Phrase,2/21/17,#6552,R3*
THE PACIFIC COAST,On the Map,2/21/17,#6552,T3
RUNNING THE RAPIDS,Fun & Games,2/21/17,#6552,R4
POWER COUPLE,People,2/21/17,#6552,BR
AMERICA'S FINEST CITY,Place,2/22/17,#6553,T1
COFFEE-TABLE BOOK,Around the House,2/22/17,#6553,T2
VICTORIAN ARCHITECTURE,Thing,2/22/17,#6553,R1
CHOCOLATE-COVERED CHERRIES,Same Letter,2/22/17,#6553,R2
UNWINDING ON MY PRIVATE BALCONY,What Are You Doing?,2/22/17,#6553,R3*
CERTIFIED NUTRITIONIST,Occupation,2/22/17,#6553,T3
IT ALL MAKES SENSE NOW,Phrase,2/22/17,#6553,R4
YOGA PANTS,Things,2/22/17,#6553,BR
SEA LIONS,Living Things,2/23/17,#6554,T1
A SPECIAL OCCASION,Event,2/23/17,#6554,T2
STREETS LINED WITH PALM TREES,Places,2/23/17,#6554,R1
BUFFALO SLIDE BED FALL,Water _____,2/23/17,#6554,R2^
TOURING THE TOWER OF LONDON,What Are You Doing?,2/23/17,#6554,R3*
A PAIR OF BINOCULARS,Around the House,2/23/17,#6554,T3
I THINK IT'S MY TURN,Phrase,2/23/17,#6554,R4
GOPHER HOLE,Thing,2/23/17,#6554,BR
HISTORIC LIGHTHOUSE,Place,2/24/17,#6555,T1
PLAYING BY THE RULES,What Are You Doing?,2/24/17,#6555,T2
WHERE THE TURF MEETS THE SURF,Song Lyrics,2/24/17,#6555,R1
CRY LIKE A BABY BOOMER,Before & After,2/24/17,#6555,R2
FEEL THE STRESS LEAVE YOUR BODY,Phrase,2/24/17,#6555,R3*
TALENTED PERFORMERS,People,2/24/17,#6555,T3
WINNING AN AWARD,Event,2/24/17,#6555,R4
STRAWBERRIES AND CREAM,Food & Drink,2/24/17,#6555,R5
I MADE A PROMISE,Phrase,2/24/17,#6555,BR
I HAVE YOUR BACK,Phrase,2/27/17,#6556,T1
ESSAY QUESTION,Thing,2/27/17,#6556,T2
FINISHING EACH OTHER'S SENTENCES,What Are You Doing?,2/27/17,#6556,R1
SENDING SILLY SCREENSHOTS,Same Letter,2/27/17,#6556,R2
CATCHING A FRISBEE ON THE BEACH,Fun & Games,2/27/17,#6556,R3*
OUR FAVORITE TEACHER,Person,2/27/17,#6556,T3
SLOPPY JOE & COOKIE DOUGH,Rhyme Time,2/27/17,#6556,R4
FLIPPING A COIN,What Are You Doing?,2/27/17,#6556,BR
TERRIFIC TEAMMATES,People,2/28/17,#6557,T1
CONVENIENCE STORE,Place,2/28/17,#6557,T2
QUENCHING MY THIRST,What Are You Doing?,2/28/17,#6557,R1
START BOTTOM STOP TOP,Opposites,2/28/17,#6557,R2^
LOOK WHO'S GOING TO HAWAII,Phrase,2/28/17,#6557,R3*
BEN AFFLECK AS BATMAN,Star & Role,2/28/17,#6557,T3
ALGEBRA AND CALCULUS,Things,2/28/17,#6557,R4
DURING THE BREAK,Phrase,2/28/17,#6557,BR
ON OUR BEST BEHAVIOR,Phrase,3/1/17,#6558,T1
SCHOOL CALENDAR,Thing,3/1/17,#6558,T2
CIRCLE DOUGHNUT HOOP RING,Round & Round,3/1/17,#6558,R1^
WRITING A LETTER TO MY FUTURE SELF,What Are You Doing?,3/1/17,#6558,R2
THE COOLEST WATER PARK,Place,3/1/17,#6558,R3*
ZAC EFRON,Proper Name,3/1/17,#6558,T3
MAKING UP DANCE MOVES,Fun & Games,3/1/17,#6558,R4
MILWAUKEE WISCONSIN,On the Map,3/1/17,#6558,R5
BODYBUILDING,Thing,3/1/17,#6558,BR
KEEPING IT REAL,Phrase,3/2/17,#6559,T1
RYAN REYNOLDS,Proper Name,3/2/17,#6559,T2
SELFIE & POPSICLE STICK,Same Name,3/2/17,#6559,R1
WHAT'S MINE IS YOURS AND WHAT'S YOURS IS MINE,Phrase,3/2/17,#6559,R2
DOLPHINS LEAPING OUT OF THE OCEAN,Living Things,3/2/17,#6559,R3*
JACKSON HOLE WYOMING,On the Map,3/2/17,#6559,T3
TIME CAPSULE,Thing,3/2/17,#6559,R4
CLOGGED UP,Phrase,3/2/17,#6559,BR
JUST HANGING OUT,What Are You Doing?,3/3/17,#6560,T1
NEW HAMPSHIRE,On the Map,3/3/17,#6560,T2
ROGUE ONE: A STAR WARS STORY,Movie Title,3/3/17,#6560,R1
CARTOONS COMEDIAN GAG JOKE,LOL,3/3/17,#6560,R2^
IT'S SUMMERTIME SOMEWHERE,Phrase,3/3/17,#6560,R3*
PHOTOBOMBING,Fun & Games,3/3/17,#6560,T3
PROM DRESS & TUXEDO,Things,3/3/17,#6560,R4
GIRAFFES AND ZEBRAS,Living Things,3/3/17,#6560,R5
VALUABLE INFORMATION,Thing,3/3/17,#6560,BR
VENICE CANALS,Places,3/6/17,#6561,T1
FLOCK OF SHEEP,Living Things,3/6/17,#6561,T2
KEY LIME & CUTIE PIE,Same Name,3/6/17,#6561,R1
EXPLORER MARCO POLO,Proper Name,3/6/17,#6561,R2
NIGHTS FULL OF MUSIC AND DANCING,Fun & Games,3/6/17,#6561,R3*
LINEN NAPKINS,Around the House,3/6/17,#6561,T3
SPEAK INTO THE MICROPHONE,Phrase,3/6/17,#6561,R4
REUNION CONCERT,Show Biz,3/6/17,#6561,R5
RIGHT BEHIND YOU,Phrase,3/6/17,#6561,BR
MICHELANGELO,Proper Name,3/7/17,#6562,T1
MYTHS & LEGENDS,Things,3/7/17,#6562,T2
LOGIC SLIPPERS RUGS DICE,Feeling Fuzzy,3/7/17,#6562,R1^
MACARONI RIGATONI PEPPERONI,Rhyme Time,3/7/17,#6562,R2
HAWAII'S GARDEN ISLAND,Place,3/7/17,#6562,R3*
CATCHING MY SECOND WIND,What Are You Doing?,3/7/17,#6562,T3
FASHION SHOW IN MILAN,Event,3/7/17,#6562,R4
AND THE REST IS HISTORY,Phrase,3/7/17,#6562,R5
GROWN KIDS,People,3/7/17,#6562,BR
ROME & FLORENCE,On the Map,3/8/17,#6563,T1
WHITE TABLECLOTH,Around the House,3/8/17,#6563,T2
ROMANTIC GONDOLA RIDE,Event,3/8/17,#6563,R1
TOTS TWEENS & TEENS,Same Letter,3/8/17,#6563,R2
SMILING FACES BEAUTIFUL PLACES,Rhyme Time,3/8/17,#6563,R3*
MERCURY & VENUS,Places,3/8/17,#6563,T3
MAKING A CLEAN GETAWAY,What Are You Doing?,3/8/17,#6563,R4
FAVORITE PHOTO,Thing,3/8/17,#6563,BR
THE GOOD LIFE,Phrase,3/9/17,#6564,T1
FAMOUS OPERA SINGERS,People,3/9/17,#6564,T2
THE TWO GENTLEMEN OF VERONA,Title,3/9/17,#6564,R1
HUBBARD NATURE HEN DEAR,Mother _____,3/9/17,#6564,R2^
ENJOYING THE WARMTH OF ALOHA,What Are You Doing?,3/9/17,#6564,R3*
SOCCER STADIUM,Place,3/9/17,#6564,T3
HEART-SHAPED PENDANT,Thing,3/9/17,#6564,R4
BARELY MADE IT,Phrase,3/9/17,#6564,BR
THE DA VINCI CODE,Best Seller,3/10/17,#6565,T1
FRESH FRUIT SALAD,Food & Drink,3/10/17,#6565,T2
A WATCH WITH ROMAN NUMERALS,Thing,3/10/17,#6565,R1
MIRRORS TOWELS COAT CATS,Hanging Around the House,3/10/17,#6565,R2^
I THINK I'LL SPEND THE DAY IN A HAMMOCK,Phrase,3/10/17,#6565,R3*
ROSES & VIOLETS,Living Things,3/10/17,#6565,T3
BIDDING A FOND FAREWELL,What Are You Doing?,3/10/17,#6565,R4
BANQUET HALL,Place,3/10/17,#6565,R5
MY BIGGEST FAN,Person,3/10/17,#6565,BR
WICHITA KANSAS,On the Map,3/13/17,#6566,T1
BENDING THE RULES,What Are You Doing?,3/13/17,#6566,T2
THE BOY WHO CRIED WOLF,Character,3/13/17,#6566,R1
POTATOES BURRITO NOOK MENU,Breakfast _____,3/13/17,#6566,R2^
MAKE SURE TO CLEAR YOUR CALENDAR,Phrase,3/13/17,#6566,R3*
STUDENT OF HISTORY,Person,3/13/17,#6566,T3
MONUMENTAL VICTORY,Event,3/13/17,#6566,R4
GET BACK TO BASICS,Phrase,3/13/17,#6566,BR
BOSTON TERRIER,Living Thing,3/14/17,#6567,T1
BADMINTON NET,Fun & Games,3/14/17,#6567,T2
WATCHING OUR FAVORITE MOVIE,What Are You Doing?,3/14/17,#6567,R1
BOLIVIA BRAZIL & ARGENTINA,On the Map,3/14/17,#6567,R2
GOOD MOOD ISLAND FOOD,Rhyme Time,3/14/17,#6567,R3*
CALIFORNIA GIRLS,Song Title,3/14/17,#6567,T3
GUESS WHO'S IN THE LEAD,Phrase,3/14/17,#6567,R4
OFFICE JARGON,Thing,3/14/17,#6567,BR
THE HAWKEYE STATE,Place,3/15/17,#6568,T1
TEAM OF HORSES,Living Thing,3/15/17,#6568,T2
A FLAIR FOR THE DRAMATIC,Phrase,3/15/17,#6568,R1
POLAR PANDA CHICAGO PAPA,_____ Bear,3/15/17,#6568,R2^
TRADITIONAL POLYNESIAN DANCERS,People,3/15/17,#6568,R3*
EXTERNAL HARD DRIVE,Thing,3/15/17,#6568,T3
MIGHTY HEROES,Characters,3/15/17,#6568,R4
VAST QUANTITY,Phrase,3/15/17,#6568,BR
OMAHA NEBRASKA,On the Map,3/16/17,#6569,T1
CHILI COOK-OFF,Event,3/16/17,#6569,T2
OOH WHAT A LUCKY MAN,Song Lyrics,3/16/17,#6569,R1
CRYSTAL BALL AND CHAIN,Before & After,3/16/17,#6569,R2
UNSPOILED RAIN FOREST,Place,3/16/17,#6569,R3*
CHIMPANZEE,Living Thing,3/16/17,#6569,T3
CAKE STAND AND COVER,In the Kitchen,3/16/17,#6569,R4
GRAB YOUR PHONE,Phrase,3/16/17,#6569,BR
THE STATE OF VERMONT,On the Map,3/17/17,#6570,T1
HOLD YOUR HORSES,Phrase,3/17/17,#6570,T2
I'M LOOKING OVER A FOUR-LEAF CLOVER,Rhyme Time,3/17/17,#6570,R1
PONCHO UMBRELLA TARP COAT,Under the Weather,3/17/17,#6570,R2^
PACKING MY SNORKELING GEAR,What Are You Doing?,3/17/17,#6570,R3*
ROVING REPORTER,Person,3/17/17,#6570,T3
THE PURSUIT OF HAPPINESS,Quotation,3/17/17,#6570,R4
WITHIN A YEAR,Phrase,3/17/17,#6570,BR
ADDING A PERSONAL TOUCH,What Are You Doing?,3/20/17,#6571,T1
LIPSTICK & MASCARA,Things,3/20/17,#6571,T2
THE ADVENTURES OF HUCKLEBERRY FINN,Title,3/20/17,#6571,R1
CATTLE DRIVE-THROUGH WINDOW,Before & After,3/20/17,#6571,R2
I LOVE IT WHEN THAT HAPPENS,Phrase,3/20/17,#6571,R3*
HUSH PUPPIES,Food & Drink,3/20/17,#6571,T3
TALKING TODDLERS,People,3/20/17,#6571,R4
REFRIGERATOR MAGNETS,In the Kitchen,3/20/17,#6571,R5
WEEKEND BRUNCH,Event,3/20/17,#6571,R6
PACK YOUR BAGS,Phrase,3/20/17,#6571,BR
HOLDING THE DOOR,What Are You Doing?,3/21/17,#6572,T1
BLESS YOUR HEART,Phrase,3/21/17,#6572,T2
A STREETCAR NAMED DESIRE,Title,3/21/17,#6572,R1
FINGERS WICKET RICE NOTE,Sticky _____,3/21/17,#6572,R2^
YACHTING FISHING GOLFING,Fun & Games,3/21/17,#6572,R3*
PERFECT POSTURE,Thing,3/21/17,#6572,T3
THE THREE LITTLE PIGS,Characters,3/21/17,#6572,R4
BOYISH LOOKS,Things,3/21/17,#6572,BR
PRETTY AS A PEACH,Phrase,3/22/17,#6573,T1
SPIN AND WIN,Rhyme Time,3/22/17,#6573,T2
WHISPER WORDS OF WISDOM,Song Lyrics,3/22/17,#6573,R1
CHARLOTTE'S WEB PAGE,Before & After,3/22/17,#6573,R2
TOURING THE GARDENS BY MOONLIGHT,Event,3/22/17,#6573,R3*
CHANGE PURSE,Thing,3/22/17,#6573,T3
SWEET POTATO BISCUITS,Food & Drink,3/22/17,#6573,R4
UNIVERSAL APPEAL,Thing,3/22/17,#6573,BR
FLOWERS IN A VASE,Around the House,3/23/17,#6574,T1
YUMMY IN MY TUMMY,Rhyme Time,3/23/17,#6574,T2
THE BEST BARBECUE CHICKEN,Food & Drink,3/23/17,#6574,R1
PHONE MOUSE BILLS PENS,On My Desk,3/23/17,#6574,R2^
VIDEOS FROM OUR TRIP,Things,3/23/17,#6574,R3*
PARTY HOST,Person,3/23/17,#6574,T3
TILL THE COWS COME HOME,Phrase,3/23/17,#6574,R4
TRAIN CONDUCTOR,Occupation,3/23/17,#6574,R5
MATH FORMULA,Thing,3/23/17,#6574,BR
RETURNING THE FAVOR,What Are You Doing?,3/24/17,#6575,T1
STAND UP STRAIGHT,Phrase,3/24/17,#6575,T2
GENEROUS HOSPITALITY,Thing,3/24/17,#6575,R1
AIRPLANE CAMEL BIKE WAVE,Things You Ride,3/24/17,#6575,R2^
VACATIONERS & HONEYMOONERS,People,3/24/17,#6575,R3*
STAMP COLLECTION,Around the House,3/24/17,#6575,T3
SHEEPDOG AND CATFISH,Living Things,3/24/17,#6575,R4
HIGH POINT OF MY DAY,Phrase,3/24/17,#6575,BR
EMPIRE STATE BUILDING,Landmark,3/27/17,#6576,T1
HIP NEIGHBORHOODS,Places,3/27/17,#6576,T2
MIRACLE ON THE HUDSON,Headline,3/27/17,#6576,R1
APPLE LEBOWSKI MAMA DEAL,Big _____,3/27/17,#6576,R2^
RENTING A CONVERTIBLE,What Are You Doing?,3/27/17,#6576,R3*
WALKING SHOES,Things,3/27/17,#6576,T3
TEXTING A SMILEY FACE,Fun & Games,3/27/17,#6576,R4
MAKE WAY,Phrase,3/27/17,#6576,BR
HOT DOG VENDOR,Occupation,3/28/17,#6577,T1
LOOKING FOR MY KEYS,What Are You Doing?,3/28/17,#6577,T2
A MAN WHO NEEDS NO INTRODUCTION,Person,3/28/17,#6577,R1
MATING & CLOSE CALL,Same Name,3/28/17,#6577,R2
WHAT AIRPORT SHOULD WE HEAD INTO?,Phrase,3/28/17,#6577,R3*
MAIN LOBBY,Place,3/28/17,#6577,T3
HEALTHY COMPETITION,Thing,3/28/17,#6577,R4
BACK ON TOP,Phrase,3/28/17,#6577,BR
PARK AVENUE,On the Map,3/29/17,#6578,T1
PASTRAMI SANDWICH,Food & Drink,3/29/17,#6578,T2
HEART LAW PROMISE RULE,Don't Break It,3/29/17,#6578,R1^
ICE-SKATING AT ROCKEFELLER CENTER,Fun & Games,3/29/17,#6578,R2
AMAZING IS AN UNDERSTATEMENT,Phrase,3/29/17,#6578,R3*
DISTRICT MANAGER,Occupation,3/29/17,#6578,T3
CUTTING-EDGE DEVELOPMENTS,Things,3/29/17,#6578,R4
POPULAR QUOTE,Thing,3/29/17,#6578,BR
GRAND CENTRAL TERMINAL,Landmark,3/30/17,#6579,T1
RIGHT ON THE MONEY,Phrase,3/30/17,#6579,T2
RIDING A BIKE ACROSS THE BROOKLYN BRIDGE,Fun & Games,3/30/17,#6579,R1
HUMPTY DUMPTY SAT ON A WALL STREET BROKER,Before & After,3/30/17,#6579,R2
DIVERSE HABITAT,Place,3/30/17,#6579,R3*
BALLET DANCER,Person,3/30/17,#6579,T3
STIMULATING CONVERSATION,Thing,3/30/17,#6579,R4
WEIGHING OPTIONS,What Are You Doing?,3/30/17,#6579,BR
THE CITY THAT NEVER SLEEPS,Place,3/31/17,#6580,T1
SO MANY MUSEUMS,Phrase,3/31/17,#6580,T2
ARRIVING FASHIONABLY LATE,What Are You Doing?,3/31/17,#6580,R1
UNDERWEAR ISLAND JUMP HAUL,Long _____,3/31/17,#6580,R2^
FANTASTIC SUNBATHING WEATHER,Thing,3/31/17,#6580,R3*
BOTTLE OPENER,Around the House,3/31/17,#6580,T3
SATURDAY NIGHT LIVE HOST,Show Biz,3/31/17,#6580,R4
OUT OF YOUR COMFORT ZONE,Phrase,3/31/17,#6580,BR
SPLASH MOUNTAIN,Place,4/3/17,#6581,T1
WINNING THE RACE,What Are You Doing?,4/3/17,#6581,T2
CLOUDS THAT LOOK LIKE ANIMALS,Things,4/3/17,#6581,R1
WISH PRESENTS CAKE GIFT,Happy Birthday!,4/3/17,#6581,R2^
WE COULD GET USED TO THIS,Phrase,4/3/17,#6581,R3*
ENCORE! ENCORE!,Show Biz,4/3/17,#6581,T3
COWBOYS AND COWGIRLS,People,4/3/17,#6581,R4
WORKING OUT THE KINKS,What Are You Doing?,4/3/17,#6581,BR
SNOW WHITE,Character,4/4/17,#6582,T1
SLICE OF CANTALOUPE,Food & Drink,4/4/17,#6582,T2
POPCORN TRAILERS SODA KIDS,At the Movies,4/4/17,#6582,R1^
RUNNING THROUGH SPRINKLERS,Fun & Games,4/4/17,#6582,R2
THE POSSIBILITIES ARE ENDLESS,Phrase,4/4/17,#6582,R3*
HONEYSUCKLE BUSH,Living Thing,4/4/17,#6582,T3
GETTING A PROMOTION,Event,4/4/17,#6582,R4
YOU READ MY MIND,Phrase,4/4/17,#6582,BR
SWISS FAMILY ROBINSON,Movie Title,4/5/17,#6583,T1
THAT SPECIAL SOMEONE,Person,4/5/17,#6583,T2
SETTING UP A LEMONADE STAND,Fun & Games,4/5/17,#6583,R1
CRISPY CRUNCHY CARROTS,Same Letter,4/5/17,#6583,R2
CAN'T WAIT TO TELL THE GRANDCHILDREN,Phrase,4/5/17,#6583,R3*
OUR FAVORITE SHOW,Thing,4/5/17,#6583,T3
FINISHING STRONG,What Are You Doing?,4/5/17,#6583,R4
APPROVING NOD,Thing,4/5/17,#6583,BR
ADVENTURELAND,Place,4/6/17,#6584,T1
